epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,318.274,0.92183,0.7635,1.01322,0.80989,0.82536,0.90251,0.50944,1.75068,0.92953,1.30307,0.0001288,0.0001288,0.0001288
134,320.615,0.95929,0.7574,0.984,0.86362,0.81234,0.91119,0.50274,1.75192,0.9227,1.31334,0.0001222,0.0001222,0.0001222
135,323.063,0.98358,0.77051,0.99767,0.9344,0.79314,0.91703,0.51226,1.74459,0.91064,1.30952,0.0001156,0.0001156,0.0001156
136,325.444,0.94191,0.78972,0.98844,0.95442,0.78678,0.91667,0.51088,1.74528,0.90541,1.30702,0.000109,0.000109,0.000109
137,327.738,0.95792,0.7815,0.96791,0.93696,0.79416,0.91667,0.51079,1.74693,0.91168,1.30842,0.0001024,0.0001024,0.0001024
138,330.09,1.00113,0.75919,0.98145,0.95217,0.74655,0.91341,0.50236,1.75798,0.91101,1.31174,9.58e-05,9.58e-05,9.58e-05
139,332.449,0.98697,0.78778,0.9908,0.94569,0.72784,0.90563,0.49757,1.7669,0.92904,1.31853,8.92e-05,8.92e-05,8.92e-05
140,334.906,0.95633,0.75526,0.96986,0.91957,0.75724,0.90725,0.51285,1.75381,0.92751,1.31621,8.26e-05,8.26e-05,8.26e-05
141,352.196,0.92855,0.74145,0.96781,0.94083,0.78391,0.90857,0.51987,1.74324,0.91464,1.31447,7.6e-05,7.6e-05,7.6e-05
142,354.583,0.93379,0.74242,1.01453,0.92526,0.80535,0.90723,0.51853,1.74156,0.91825,1.31672,6.94e-05,6.94e-05,6.94e-05
143,356.962,0.84826,0.68598,0.94828,0.86818,0.81891,0.89426,0.49878,1.73961,0.92804,1.32133,6.28e-05,6.28e-05,6.28e-05
144,359.299,0.87486,0.72235,0.9528,0.87974,0.81693,0.88925,0.49346,1.74259,0.93327,1.32153,5.62e-05,5.62e-05,5.62e-05
145,361.604,0.89272,0.70166,0.99589,0.87949,0.81137,0.89084,0.494,1.7444,0.93593,1.32507,4.96e-05,4.96e-05,4.96e-05
146,364.057,0.94135,0.7487,1.00634,0.88273,0.77433,0.89155,0.48768,1.73954,0.94077,1.32045,4.3e-05,4.3e-05,4.3e-05
147,366.442,0.85775,0.67915,0.94547,0.90421,0.74913,0.89227,0.49918,1.72558,0.94342,1.31599,3.64e-05,3.64e-05,3.64e-05
148,368.779,0.88896,0.70623,0.97406,0.79733,0.82531,0.88069,0.50188,1.71115,0.94541,1.31013,2.98e-05,2.98e-05,2.98e-05
149,371.109,0.85986,0.67323,0.97844,0.79545,0.8255,0.88031,0.49517,1.70877,0.9438,1.30943,2.32e-05,2.32e-05,2.32e-05
150,373.429,0.88669,0.70795,0.96593,0.79605,0.83076,0.88138,0.49651,1.7072,0.94318,1.30615,1.66e-05,1.66e-05,1.66e-05
1,4.43001,2.5899,4.7131,2.17888,0,0,0,0,2.4992,4.9624,2.09144,6e-05,6e-05,6e-05
2,7.07529,2.45732,4.40029,2.00492,0,0,0,0,2.22721,4.817,1.72233,0.000129142,0.000129142,0.000129142
3,9.73611,2.20299,3.95629,1.67968,0,0,0,0,2.07377,4.53629,1.4985,0.00019736,0.00019736,0.00019736
4,12.1332,2.13621,3.61616,1.59113,0.00043,0.01667,0.00152,0.00015,2.00115,4.3497,1.39664,0.000264654,0.000264654,0.000264654
5,14.6652,2.01793,3.24437,1.50093,0.00179,0.1,0.01181,0.00358,2.12178,4.08378,1.44348,0.000331024,0.000331024,0.000331024
6,17.0662,1.85757,2.89216,1.39437,0.00405,0.42639,0.10095,0.05511,1.95455,3.61786,1.30854,0.00039647,0.00039647,0.00039647
7,19.5786,1.8385,2.75388,1.37273,0.00962,0.77361,0.19978,0.08748,2.02392,3.27845,1.30386,0.000460992,0.000460992,0.000460992
8,21.9782,1.82504,2.67189,1.38387,0.32686,0.12083,0.15336,0.06688,2.0684,3.09166,1.29794,0.00052459,0.00052459,0.00052459
9,24.4051,1.76961,2.54231,1.31745,0.45347,0.10519,0.24781,0.13478,1.89403,2.72454,1.26402,0.000587264,0.000587264,0.000587264
10,26.7879,1.75817,2.46178,1.3158,0.1774,0.17699,0.27597,0.13267,2.02924,2.6389,1.35027,0.000649014,0.000649014,0.000649014
11,29.1684,1.72037,2.48853,1.32084,0.4151,0.09722,0.235,0.10876,1.96678,2.83866,1.32152,0.00070984,0.00070984,0.00070984
12,31.5546,1.73541,2.4632,1.27146,0.22945,0.27639,0.25674,0.11445,1.79321,2.36114,1.26506,0.000769742,0.000769742,0.000769742
13,33.8936,1.70949,2.37201,1.26137,0.22542,0.3724,0.26843,0.12444,1.80102,2.27051,1.25074,0.00082872,0.00082872,0.00082872
14,36.3548,1.64134,2.38707,1.23976,0.20418,0.41667,0.33177,0.15213,1.85474,2.25754,1.28433,0.000886774,0.000886774,0.000886774
15,38.711,1.64848,2.28377,1.23388,0.20562,0.48876,0.34685,0.15997,1.88695,2.18502,1.31416,0.0009076,0.0009076,0.0009076
16,41.0586,1.63564,2.20013,1.25137,0.26262,0.55388,0.32862,0.15349,1.86907,2.11178,1.27429,0.000901,0.000901,0.000901
17,43.3792,1.66901,2.3479,1.23808,0.25821,0.55764,0.38674,0.18387,1.88817,2.13373,1.26228,0.0008944,0.0008944,0.0008944
18,45.7576,1.6185,2.27472,1.21569,0.27971,0.31806,0.36148,0.16229,1.96688,2.22359,1.33153,0.0008878,0.0008878,0.0008878
19,48.1479,1.57826,2.21242,1.21439,0.21072,0.43559,0.39315,0.18647,1.95613,1.99009,1.32912,0.0008812,0.0008812,0.0008812
20,50.5652,1.58922,2.17664,1.24899,0.29974,0.49771,0.35171,0.15721,2.02566,2.13943,1.35147,0.0008746,0.0008746,0.0008746
21,52.8902,1.61806,2.14273,1.23585,0.29593,0.37724,0.39989,0.19443,1.95125,2.14825,1.30488,0.000868,0.000868,0.000868
22,55.2724,1.60176,2.13432,1.21608,0.62723,0.32401,0.47345,0.23957,1.87646,1.97832,1.25593,0.0008614,0.0008614,0.0008614
23,57.6444,1.61694,2.04518,1.17652,0.53211,0.38259,0.46863,0.25367,1.87379,1.92364,1.25392,0.0008548,0.0008548,0.0008548
24,60.1095,1.62516,2.04641,1.23124,0.56059,0.36528,0.50528,0.24742,1.89277,2.18839,1.29482,0.0008482,0.0008482,0.0008482
25,62.542,1.63382,2.03317,1.23233,0.41248,0.45936,0.48297,0.23663,1.9458,2.30944,1.33583,0.0008416,0.0008416,0.0008416
26,64.9912,1.55909,2.03896,1.21606,0.57852,0.44583,0.50582,0.23115,1.93577,2.22249,1.30816,0.000835,0.000835,0.000835
27,67.6339,1.57268,1.9037,1.21087,0.34613,0.625,0.53973,0.27572,1.85502,1.82804,1.27513,0.0008284,0.0008284,0.0008284
28,70.0961,1.5831,1.91391,1.20387,0.45649,0.54121,0.54801,0.3003,1.79506,1.99006,1.23661,0.0008218,0.0008218,0.0008218
29,72.4646,1.56371,1.98224,1.21435,0.38574,0.45555,0.52875,0.28071,1.79191,2.08013,1.22084,0.0008152,0.0008152,0.0008152
30,74.8621,1.51526,1.91252,1.20222,0.46404,0.55955,0.5883,0.31244,1.80392,1.7972,1.24092,0.0008086,0.0008086,0.0008086
31,77.2942,1.55396,1.91333,1.18726,0.63081,0.49463,0.61686,0.32856,1.83913,1.73895,1.26388,0.000802,0.000802,0.000802
32,79.7358,1.4492,1.88738,1.17979,0.46282,0.55728,0.58028,0.3112,1.8526,1.77035,1.24605,0.0007954,0.0007954,0.0007954
33,82.1151,1.49018,1.87919,1.17584,0.58073,0.4769,0.58967,0.31274,1.84846,1.65972,1.23033,0.0007888,0.0007888,0.0007888
34,84.5156,1.51057,1.78745,1.20171,0.38418,0.79107,0.63169,0.3152,1.87703,1.51294,1.26957,0.0007822,0.0007822,0.0007822
35,86.9871,1.52756,1.80148,1.20802,0.4435,0.66735,0.61954,0.31078,1.87527,1.69059,1.27053,0.0007756,0.0007756,0.0007756
36,89.4856,1.52664,1.77914,1.2149,0.46649,0.71144,0.66483,0.35958,1.81066,1.57611,1.25192,0.000769,0.000769,0.000769
37,91.7831,1.48456,1.72118,1.18737,0.575,0.70326,0.69327,0.36953,1.83424,1.53639,1.24694,0.0007624,0.0007624,0.0007624
38,93.7411,1.49774,1.66583,1.15773,0.64643,0.59167,0.72725,0.40553,1.77559,1.51238,1.20442,0.0007558,0.0007558,0.0007558
39,95.7267,1.47482,1.6655,1.17012,0.66568,0.60634,0.72155,0.39843,1.82844,1.65636,1.23361,0.0007492,0.0007492,0.0007492
40,97.67,1.46329,1.65802,1.17852,0.5876,0.61248,0.66157,0.33686,1.86173,1.57683,1.2527,0.0007426,0.0007426,0.0007426
41,99.6209,1.48638,1.53774,1.15962,0.6085,0.63507,0.64426,0.30922,1.86727,1.48885,1.26864,0.000736,0.000736,0.000736
42,101.671,1.46516,1.54946,1.1966,0.47489,0.72039,0.68695,0.35071,1.80802,1.53448,1.24437,0.0007294,0.0007294,0.0007294
43,103.634,1.40952,1.48651,1.14454,0.6438,0.61974,0.7072,0.37541,1.80774,1.67961,1.23344,0.0007228,0.0007228,0.0007228
44,105.63,1.47926,1.5915,1.13745,0.6209,0.66111,0.69759,0.34844,1.80365,1.50508,1.23569,0.0007162,0.0007162,0.0007162
45,107.586,1.39125,1.44942,1.14472,0.47034,0.73449,0.73323,0.37162,1.83707,1.50193,1.25606,0.0007096,0.0007096,0.0007096
46,109.606,1.40378,1.42325,1.16985,0.86231,0.56145,0.7275,0.373,1.88856,1.48967,1.28578,0.000703,0.000703,0.000703
47,111.587,1.36357,1.39806,1.14255,0.82909,0.62781,0.73796,0.35569,1.89265,1.38631,1.27614,0.0006964,0.0006964,0.0006964
48,113.557,1.37264,1.44832,1.14386,0.66864,0.74554,0.76748,0.39826,1.88851,1.30879,1.28469,0.0006898,0.0006898,0.0006898
49,115.509,1.39268,1.41558,1.13556,0.76106,0.64509,0.7951,0.41284,1.87313,1.29535,1.27514,0.0006832,0.0006832,0.0006832
50,117.52,1.3821,1.37786,1.10981,0.74088,0.58704,0.74209,0.40092,1.85909,1.30315,1.28001,0.0006766,0.0006766,0.0006766
51,119.536,1.3779,1.37032,1.14977,0.62452,0.71644,0.74497,0.39581,1.85724,1.28836,1.27392,0.00067,0.00067,0.00067
52,121.475,1.32116,1.38745,1.11918,0.74055,0.62783,0.77689,0.41398,1.80888,1.31008,1.24273,0.0006634,0.0006634,0.0006634
53,123.391,1.30523,1.30099,1.11175,0.88048,0.5638,0.77273,0.44078,1.77417,1.2695,1.23447,0.0006568,0.0006568,0.0006568
54,125.344,1.29468,1.28381,1.11727,0.7518,0.68128,0.79254,0.45093,1.75745,1.19072,1.23218,0.0006502,0.0006502,0.0006502
55,127.286,1.32941,1.292,1.14032,0.66793,0.61947,0.7488,0.40745,1.78354,1.27281,1.25613,0.0006436,0.0006436,0.0006436
56,129.241,1.3521,1.35743,1.13681,0.62222,0.72417,0.7937,0.43172,1.85164,1.28012,1.29073,0.000637,0.000637,0.000637
57,131.231,1.33517,1.28062,1.15284,0.79102,0.58402,0.79821,0.4358,1.85833,1.23569,1.29394,0.0006304,0.0006304,0.0006304
58,133.156,1.27384,1.22438,1.09634,0.73791,0.63993,0.74839,0.40973,1.83558,1.26184,1.26836,0.0006238,0.0006238,0.0006238
59,135.096,1.28529,1.22375,1.08533,0.75321,0.67608,0.8158,0.43597,1.86426,1.15311,1.27911,0.0006172,0.0006172,0.0006172
60,137.041,1.28337,1.17974,1.09884,0.81847,0.6079,0.79054,0.41969,1.85508,1.14119,1.28038,0.0006106,0.0006106,0.0006106
61,138.98,1.32299,1.20305,1.11887,0.89896,0.57725,0.78017,0.42502,1.81958,1.18754,1.27598,0.000604,0.000604,0.000604
62,140.972,1.28633,1.20675,1.09322,0.6761,0.67532,0.7465,0.39694,1.81378,1.32364,1.27366,0.0005974,0.0005974,0.0005974
63,142.933,1.25077,1.12711,1.10692,0.67951,0.69706,0.82333,0.44896,1.78292,1.14226,1.2619,0.0005908,0.0005908,0.0005908
64,144.913,1.26152,1.14725,1.07529,0.6912,0.79999,0.84118,0.46142,1.76748,1.1355,1.25488,0.0005842,0.0005842,0.0005842
65,146.862,1.24176,1.16555,1.104,0.7312,0.76847,0.81132,0.44278,1.76455,1.1935,1.24,0.0005776,0.0005776,0.0005776
66,148.817,1.27483,1.12836,1.11457,0.85383,0.6204,0.80515,0.43479,1.77434,1.18879,1.24689,0.000571,0.000571,0.000571
67,150.78,1.23825,1.1924,1.10953,0.88821,0.72758,0.85814,0.46943,1.75802,1.10213,1.25544,0.0005644,0.0005644,0.0005644
68,152.779,1.26893,1.15432,1.09524,0.88045,0.63995,0.82255,0.45763,1.80184,1.11338,1.26551,0.0005578,0.0005578,0.0005578
69,154.706,1.23179,1.12819,1.09033,0.87773,0.62714,0.8217,0.45818,1.81404,1.16356,1.273,0.0005512,0.0005512,0.0005512
70,156.628,1.21287,1.13719,1.08215,0.91126,0.64317,0.84067,0.44339,1.83389,1.12574,1.29164,0.0005446,0.0005446,0.0005446
71,158.559,1.2577,1.04743,1.10176,0.80743,0.7247,0.84308,0.44555,1.84328,1.07706,1.29884,0.000538,0.000538,0.000538
72,160.561,1.26662,1.18111,1.08242,0.85144,0.69503,0.8414,0.44852,1.8465,1.09515,1.29675,0.0005314,0.0005314,0.0005314
73,162.486,1.19463,1.02941,1.09839,0.86813,0.69151,0.85563,0.45784,1.83414,1.05968,1.28484,0.0005248,0.0005248,0.0005248
74,164.455,1.23209,1.06008,1.0783,0.74189,0.72811,0.84416,0.45094,1.8204,1.13827,1.28468,0.0005182,0.0005182,0.0005182
75,166.443,1.19184,1.04254,1.06641,0.7914,0.69633,0.86558,0.46672,1.79963,1.04541,1.26714,0.0005116,0.0005116,0.0005116
76,168.392,1.23033,1.05697,1.05993,0.88934,0.63638,0.83149,0.46757,1.78271,1.04447,1.26605,0.000505,0.000505,0.000505
77,170.394,1.1709,1.01668,1.06069,0.88893,0.6538,0.83176,0.45056,1.80751,1.07181,1.27556,0.0004984,0.0004984,0.0004984
78,172.387,1.19447,1.0298,1.07091,0.88575,0.6125,0.84957,0.45771,1.80143,1.07224,1.28528,0.0004918,0.0004918,0.0004918
79,174.358,1.19218,0.9697,1.08004,0.94991,0.59425,0.84668,0.46099,1.81497,1.10435,1.28551,0.0004852,0.0004852,0.0004852
80,176.327,1.17141,1.03573,1.04915,0.88311,0.63098,0.8331,0.45976,1.8347,1.0909,1.29566,0.0004786,0.0004786,0.0004786
81,178.342,1.21601,1.07929,1.09785,0.78684,0.73337,0.85761,0.46787,1.81386,1.07813,1.27882,0.000472,0.000472,0.000472
82,180.283,1.1992,1.0221,1.06284,0.79081,0.6991,0.82244,0.45515,1.77772,1.13615,1.24956,0.0004654,0.0004654,0.0004654
83,182.226,1.19216,1.02313,1.07797,0.75944,0.70223,0.82042,0.44576,1.79722,1.11731,1.261,0.0004588,0.0004588,0.0004588
84,184.542,1.22114,1.04269,1.07626,0.85889,0.65711,0.78596,0.42043,1.84176,1.13964,1.2928,0.0004522,0.0004522,0.0004522
85,186.868,1.17467,0.98138,1.06893,0.80023,0.65754,0.78368,0.43653,1.83144,1.16066,1.28644,0.0004456,0.0004456,0.0004456
86,189.501,1.17293,1.00674,1.04423,0.7407,0.68104,0.80344,0.44257,1.82787,1.14398,1.28908,0.000439,0.000439,0.000439
87,192.102,1.18878,1.01568,1.0686,0.92283,0.59761,0.8543,0.46811,1.82069,1.07406,1.30162,0.0004324,0.0004324,0.0004324
88,194.657,1.13854,0.94459,1.05528,0.87138,0.6991,0.84891,0.44394,1.79038,1.10691,1.30092,0.0004258,0.0004258,0.0004258
89,197.116,1.18279,0.99395,1.04337,0.7945,0.64027,0.79089,0.44097,1.78656,1.20797,1.30175,0.0004192,0.0004192,0.0004192
90,199.542,1.21197,0.97581,1.09832,0.87528,0.6779,0.81812,0.42242,1.85282,1.20316,1.33364,0.0004126,0.0004126,0.0004126
91,201.975,1.16524,0.97186,1.03972,0.81371,0.74837,0.84915,0.44901,1.89406,1.18272,1.33793,0.000406,0.000406,0.000406
92,204.357,1.1883,0.96316,1.0582,0.82733,0.78589,0.85807,0.46754,1.82843,1.07194,1.29147,0.0003994,0.0003994,0.0003994
93,206.726,1.13144,0.96533,1.05314,0.81439,0.7741,0.85631,0.47128,1.8294,1.03096,1.28995,0.0003928,0.0003928,0.0003928
94,209.15,1.07618,0.90348,1.027,0.79215,0.77902,0.85442,0.44715,1.8744,1.06553,1.32545,0.0003862,0.0003862,0.0003862
95,211.568,1.18648,0.98471,1.06473,0.7435,0.75047,0.8527,0.45144,1.84141,1.10577,1.31364,0.0003796,0.0003796,0.0003796
96,213.952,1.15572,0.93326,1.04641,0.81005,0.67058,0.83442,0.45122,1.84006,1.18041,1.31365,0.000373,0.000373,0.000373
97,216.315,1.11072,0.94924,1.04535,0.79503,0.71211,0.85973,0.46391,1.84404,1.1221,1.32164,0.0003664,0.0003664,0.0003664
98,218.706,1.06359,0.89847,1.02099,0.89446,0.74372,0.86896,0.46484,1.85343,0.9988,1.32916,0.0003598,0.0003598,0.0003598
99,221.034,1.07868,0.90548,1.04172,0.89903,0.715,0.85776,0.46427,1.83574,1.01845,1.31475,0.0003532,0.0003532,0.0003532
100,223.544,1.05992,0.85561,1.02,0.86196,0.70262,0.82453,0.45164,1.81108,1.08349,1.29742,0.0003466,0.0003466,0.0003466
101,225.859,1.04086,0.85324,1.00942,0.84264,0.69502,0.82688,0.45913,1.79599,1.08422,1.29264,0.00034,0.00034,0.00034
102,228.285,1.068,0.85298,1.03293,0.90152,0.78963,0.87929,0.49201,1.81271,0.95789,1.29532,0.0003334,0.0003334,0.0003334
103,230.709,1.03088,0.85513,1.02419,0.88894,0.79219,0.89091,0.48236,1.8278,0.96358,1.30477,0.0003268,0.0003268,0.0003268
104,233.157,1.06823,0.84229,1.02892,0.86398,0.74822,0.88339,0.47631,1.81854,0.99358,1.29795,0.0003202,0.0003202,0.0003202
105,235.535,1.08838,0.88614,1.00562,0.85448,0.75036,0.86096,0.48848,1.80339,1.00341,1.28218,0.0003136,0.0003136,0.0003136
106,237.944,1.0784,0.84511,1.00505,0.87372,0.69672,0.84671,0.47885,1.78857,1.03549,1.28266,0.000307,0.000307,0.000307
107,240.317,1.03887,0.8481,1.03317,0.80637,0.75183,0.87985,0.46943,1.81407,1.00991,1.30675,0.0003004,0.0003004,0.0003004
108,242.716,1.10729,0.89266,1.0454,0.85449,0.82842,0.91969,0.48662,1.83113,0.99344,1.32112,0.0002938,0.0002938,0.0002938
109,245.035,1.11108,0.89703,1.04381,0.86693,0.84887,0.91216,0.48363,1.83985,1.01028,1.33081,0.0002872,0.0002872,0.0002872
110,247.43,1.09775,0.8846,1.02187,0.84896,0.74742,0.86126,0.45193,1.83301,1.09164,1.32816,0.0002806,0.0002806,0.0002806
111,249.819,1.06424,0.86922,1.03489,0.90566,0.7237,0.86362,0.46616,1.8415,1.05172,1.3348,0.000274,0.000274,0.000274
112,252.216,1.02218,0.86501,0.99758,0.85808,0.84968,0.90353,0.48327,1.8452,0.93008,1.33274,0.0002674,0.0002674,0.0002674
113,254.569,1.0785,0.89304,1.05004,0.88805,0.82063,0.90744,0.4772,1.85979,0.92978,1.34141,0.0002608,0.0002608,0.0002608
114,257.011,1.05011,0.85374,1.02535,0.90985,0.79222,0.90037,0.47292,1.83922,0.96031,1.34826,0.0002542,0.0002542,0.0002542
115,259.491,1.01967,0.80807,0.9971,0.79312,0.78243,0.87208,0.46911,1.80485,1.03902,1.33784,0.0002476,0.0002476,0.0002476
116,261.881,0.99773,0.81032,0.99101,0.77667,0.89239,0.89095,0.48553,1.78468,0.97114,1.30961,0.000241,0.000241,0.000241
117,264.282,1.0358,0.86087,1.0176,0.86248,0.77947,0.89245,0.47261,1.7897,0.97223,1.3127,0.0002344,0.0002344,0.0002344
118,266.657,1.06049,0.87197,1.01058,0.83433,0.80207,0.89109,0.46844,1.80266,0.98248,1.33673,0.0002278,0.0002278,0.0002278
119,269.039,1.00078,0.81736,0.99602,0.9182,0.72658,0.88944,0.47663,1.80247,0.97758,1.34782,0.0002212,0.0002212,0.0002212
120,271.442,0.98211,0.78007,0.99418,0.84176,0.71005,0.87972,0.48448,1.76007,0.969,1.31531,0.0002146,0.0002146,0.0002146
121,273.767,1.04298,0.82803,0.98406,0.8314,0.70769,0.88795,0.49079,1.7512,0.96284,1.31151,0.000208,0.000208,0.000208
122,276.14,1.04236,0.83974,1.01687,0.85024,0.85146,0.91081,0.49788,1.77439,0.92947,1.31727,0.0002014,0.0002014,0.0002014
123,278.508,0.94037,0.77977,0.98858,0.84993,0.84178,0.90153,0.48991,1.77063,0.91278,1.3112,0.0001948,0.0001948,0.0001948
124,280.88,0.98006,0.78062,0.98879,0.96798,0.71196,0.91287,0.48574,1.76727,0.96546,1.30684,0.0001882,0.0001882,0.0001882
125,283.285,1.03406,0.84291,1.00174,0.94239,0.70409,0.9046,0.48421,1.75687,0.98567,1.30249,0.0001816,0.0001816,0.0001816
126,285.657,0.97824,0.78019,0.99799,0.95369,0.70309,0.90192,0.49325,1.75215,0.94926,1.30193,0.000175,0.000175,0.000175
127,287.967,0.94272,0.76966,0.97251,0.96432,0.74442,0.91231,0.48773,1.76855,0.89902,1.30056,0.0001684,0.0001684,0.0001684
128,290.421,0.99575,0.79253,0.99861,0.93628,0.76385,0.90847,0.48293,1.75144,0.89156,1.29544,0.0001618,0.0001618,0.0001618
129,292.875,0.99321,0.81296,0.97801,0.93621,0.74642,0.90783,0.48731,1.76459,0.91005,1.30276,0.0001552,0.0001552,0.0001552
130,295.276,0.97389,0.77407,0.99546,0.86332,0.781,0.90019,0.48069,1.76017,0.92922,1.31495,0.0001486,0.0001486,0.0001486
131,297.742,0.95526,0.79839,0.97027,0.87849,0.76459,0.89591,0.48375,1.75669,0.94099,1.30696,0.000142,0.000142,0.000142
132,300.145,0.97354,0.7931,0.97812,0.81141,0.80334,0.89456,0.49375,1.74763,0.93754,1.30246,0.0001354,0.0001354,0.0001354
133,302.499,0.92183,0.7635,1.01322,0.80989,0.82536,0.90251,0.50944,1.75068,0.92953,1.30307,0.0001288,0.0001288,0.0001288
134,304.919,0.95929,0.7574,0.984,0.86362,0.81234,0.91119,0.50274,1.75192,0.9227,1.31334,0.0001222,0.0001222,0.0001222
135,307.296,0.98358,0.77051,0.99767,0.9344,0.79314,0.91703,0.51226,1.74459,0.91064,1.30952,0.0001156,0.0001156,0.0001156
136,309.6,0.94191,0.78972,0.98844,0.95442,0.78678,0.91667,0.51088,1.74528,0.90541,1.30702,0.000109,0.000109,0.000109
137,311.903,0.95792,0.7815,0.96791,0.93696,0.79416,0.91667,0.51079,1.74693,0.91168,1.30842,0.0001024,0.0001024,0.0001024
138,314.288,1.00113,0.75919,0.98145,0.95217,0.74655,0.91341,0.50236,1.75798,0.91101,1.31174,9.58e-05,9.58e-05,9.58e-05
139,316.64,0.98697,0.78778,0.9908,0.94569,0.72784,0.90563,0.49757,1.7669,0.92904,1.31853,8.92e-05,8.92e-05,8.92e-05
140,319.024,0.95633,0.75526,0.96986,0.91957,0.75724,0.90725,0.51285,1.75381,0.92751,1.31621,8.26e-05,8.26e-05,8.26e-05
141,336.906,0.92855,0.74145,0.96781,0.94083,0.78391,0.90857,0.51987,1.74324,0.91464,1.31447,7.6e-05,7.6e-05,7.6e-05
142,339.463,0.93379,0.74242,1.01453,0.92526,0.80535,0.90723,0.51853,1.74156,0.91825,1.31672,6.94e-05,6.94e-05,6.94e-05
143,341.821,0.84826,0.68598,0.94828,0.86818,0.81891,0.89426,0.49878,1.73961,0.92804,1.32133,6.28e-05,6.28e-05,6.28e-05
144,344.375,0.87486,0.72235,0.9528,0.87974,0.81693,0.88925,0.49346,1.74259,0.93327,1.32153,5.62e-05,5.62e-05,5.62e-05
145,346.746,0.89272,0.70166,0.99589,0.87949,0.81137,0.89084,0.494,1.7444,0.93593,1.32507,4.96e-05,4.96e-05,4.96e-05
146,349.179,0.94135,0.7487,1.00634,0.88273,0.77433,0.89155,0.48768,1.73954,0.94077,1.32045,4.3e-05,4.3e-05,4.3e-05
147,351.658,0.85775,0.67915,0.94547,0.90421,0.74913,0.89227,0.49918,1.72558,0.94342,1.31599,3.64e-05,3.64e-05,3.64e-05
148,353.973,0.88896,0.70623,0.97406,0.79733,0.82531,0.88069,0.50188,1.71115,0.94541,1.31013,2.98e-05,2.98e-05,2.98e-05
149,356.316,0.85986,0.67323,0.97844,0.79545,0.8255,0.88031,0.49517,1.70877,0.9438,1.30943,2.32e-05,2.32e-05,2.32e-05
150,358.686,0.88669,0.70795,0.96593,0.79605,0.83076,0.88138,0.49651,1.7072,0.94318,1.30615,1.66e-05,1.66e-05,1.66e-05
